Sample	Test-Sample 1	Test-Sample 2	Test-Sample 3	Test-Sample 4	Test-Sample 5	Test-Sample 6	Test-Sample 7	Test-Sample 8	Test-Sample 9	Test-Sample 10
LOC440934	7.625482377	7.39373366	7.684538249	7.110279713	7.497308978	7.282087614	8.446512649	7.371375901	7.273133532	7.169373867
LOC441081	10.40197699	10.11772018	9.194202056	10.12008495	10.13380221	9.616470804	11.1802056	10.29992088	9.770119478	9.635449398
LOC441178	5.530514023	5.578084312	5.575729829	5.054687879	5.395203359	4.97176885	6.199340585	5.546487053	5.212557667	5.096590774
LOC441179	6.930914707	6.910168999	6.821761229	6.643602253	7.047167547	6.545220889	7.220949004	6.868328714	6.760500408	6.622596572
LOC441233	6.340407381	6.060680802	7.030192596	5.856079365	7.246161029	5.432989463	7.002004854	6.687270693	6.584319156	6.026173723
LOC441239	7.597620558	7.357076893	7.281039801	7.038491054	7.583985345	7.240724561	7.753938752	7.095850596	7.156983057	7.206565086
LOC441242	7.63101695	6.545945209	7.164353871	6.788529114	7.542846153	6.493368733	8.948559967	7.390039946	7.394608457	6.509135248
LOC441268	10.42183341	9.989607376	10.28671946	9.402283033	10.38303462	9.595408551	11.10275654	10.18586655	9.990883972	9.708497652
LOC441601	6.48669346	6.67791692	6.392313988	6.505671842	6.49344079	6.624981103	6.40613356	6.348351057	6.726517909	6.64139285
LOC441728	7.010421805	7.084478895	7.010746277	6.823762096	7.085923853	6.606858216	7.27777093	7.111292193	6.609456536	6.912446283
LOC441956	7.479820675	7.390916986	7.716202134	6.557425408	7.642376669	6.718690408	8.23100512	7.256529514	7.500969317	6.925667181
LOC442028	7.132371199	6.503746248	6.810507371	6.692552737	6.989252565	6.393750818	7.802697296	7.196243099	6.621216719	6.413524694
LOC442132	10.51106078	10.03835661	10.25607892	9.352012518	10.23992068	9.451363617	11.24545169	9.926988263	10.07359265	9.745008699
LOC494127	6.193198099	5.986265293	6.171833306	5.907106984	6.171449045	6.065404286	6.06318365	6.130043323	6.020724425	6.03279072
LOC494141	6.394171125	6.171669207	6.284699196	6.129326297	6.519131418	6.135863165	7.2888753	6.465359066	6.245746637	6.051974549
LOC494150	7.324099519	6.743420717	7.514753498	6.952613131	7.179361757	7.411171989	7.676831556	6.799113216	7.406859757	6.778524
LOC51145	5.976068009	5.577891021	5.639837019	5.474526898	5.884314629	5.554432295	6.36675758	5.626056509	5.508339908	5.481195593
LOC541467	8.012825636	7.703349915	7.980116723	7.521042882	8.004051885	7.351301467	8.747316901	7.614562623	7.610375254	7.466039743
LOC541472	5.762271735	5.79815682	5.738335504	5.556778857	5.879867472	5.737594833	6.600332204	5.920995895	5.736959282	5.652586878
LOC541473	7.331866414	7.501821265	7.257698979	6.540444254	7.417776582	5.836411457	8.209994275	7.738281453	6.967191668	6.249930709
LOC54944	5.673601649	5.607416133	5.765181986	5.302816194	5.430639881	5.391499664	5.671896257	5.620037965	5.587620021	5.695974332
LOC554174	7.303132303	7.174596171	7.207726948	6.773482115	7.206408798	6.753577796	7.957914599	7.210856386	6.939720245	6.759049279
LOC554206	6.231835576	6.005487571	6.189243411	6.087679229	6.339203317	5.978804253	6.548185364	6.07283897	5.976205517	6.027342075
LOC554207	5.356171988	5.124907082	5.25714643	5.115478605	5.427026163	4.811368271	6.1185653	5.378060711	5.10000207	5.118451096
LOC554223	8.269196378	8.280971349	8.186659352	8.256347669	8.287429209	8.100689099	8.455967097	8.211553729	8.153669451	8.213234544
LOC57399	4.367804368	4.241046941	4.299816112	4.386417807	4.394617031	4.378289653	4.928488766	4.465935296	4.391953268	4.307195344
LOC613206	7.604879351	7.293563611	7.618069763	6.831560604	7.500443565	6.636566622	8.299656787	7.53679116	6.989956424	6.900963387
LOC613266	6.622229033	6.21611724	6.474697236	6.294492095	6.6912829	6.03408803	7.707234875	6.416142203	6.596270276	5.993699267
LOC641367	5.656098745	5.545335198	5.699557185	5.521634985	5.828108551	5.560097398	6.589607706	5.702056295	5.544649207	5.61801542
LOC641515	6.540176095	6.019092509	6.078643989	5.683766623	6.296207759	5.61066168	7.233983899	6.152856736	5.991052398	5.715421178
LOC642131	7.550469761	7.669076386	7.598796925	7.529204078	7.900854735	8.44765771	8.477972733	7.559843573	7.202025845	8.653529419
LOC642533	10.27262978	10.06317934	10.12888364	9.761050856	10.48811127	9.855390214	11.20021816	10.35720008	9.823684089	8.795624105
LOC642648	9.493853448	8.996767223	9.246044612	8.293287708	9.407960262	8.716085498	9.683701717	9.030531963	9.062089323	8.876642793
LOC642757	6.683570143	6.54872945	6.539763685	6.367416499	6.881835892	6.076738651	7.429339784	6.712664557	6.361999902	6.34315906
LOC642776	7.72463663	7.581991399	7.715872784	7.042195614	7.71651083	7.3108127	8.360267696	7.551577538	7.51582597	7.402244655
LOC642947	7.419833805	7.293306103	7.002094895	6.938638658	7.463540721	7.071719772	7.397922725	7.566465091	7.053773868	7.583639424
LOC642980	6.942506383	6.849627166	6.859821197	6.240208662	7.368580245	6.341515265	7.636014185	6.970008346	6.52153949	6.376288614
LOC643406	7.23109635	7.159770445	7.416738426	6.988207496	7.36128586	6.885732974	8.081605932	7.258924013	7.102259194	7.207639109
LOC643549	7.537303834	7.935860441	7.916357211	7.437535704	7.85909368	7.824952378	7.324288576	7.593428474	7.499032647	7.673959158
LOC643659	7.64869552	7.18023739	7.26741407	6.861992572	7.692859562	6.833383483	8.712107371	7.288340104	7.007296433	6.906337456
LOC643797	8.355417173	7.98344399	8.5298834	7.804247207	8.552169543	8.023260898	8.712743646	8.022795009	8.140845105	7.93737382
LOC644083	6.578241343	6.03583502	6.247547807	5.682876636	6.387309114	5.642975877	7.26591504	6.443212111	6.110995829	5.785950664
LOC644172	7.518850317	7.52891467	7.570061469	6.897034358	8.000772887	6.861367899	8.167821951	7.388399687	7.00515615	6.873570224
LOC644717	4.156234798	4.189555758	4.182231451	4.153999844	4.162475924	4.221018631	4.585815843	4.247395896	4.032127298	4.095932857
LOC644936	8.286289758	8.469275501	8.14439313	8.27994017	8.233854515	8.552081142	8.305044835	8.185846728	8.318845552	8.504286691
LOC645010	6.26008401	5.940157352	6.000297525	5.69051208	6.561041969	5.645906245	6.950596721	6.350456582	5.662817888	5.505093798
LOC645166	9.078092084	9.106233144	8.933640499	8.59706182	8.52848146	8.716816032	9.393973853	8.669926751	8.667466405	8.605927628
LOC645188	4.472741196	4.411521157	4.552911896	4.184669087	4.732779317	4.309292623	4.473319356	4.251029767	4.350242631	4.24204605
LOC645261	5.999366428	5.334253617	5.838424901	5.442505646	5.917971114	5.024257615	7.163226994	5.68044814	5.673607302	5.199727304
LOC645769	6.322544715	6.483159564	6.385327491	5.866082073	6.670075514	5.999871504	6.797194601	6.149421968	5.817515819	6.058266702
LOC646214	5.590101953	6.627878193	6.075868451	6.674418279	5.948278448	6.791175915	6.301044339	6.251578982	6.35845077	6.63980085
LOC646358	8.971500445	9.844413901	9.237078475	10.08312027	9.505867117	9.572072996	6.615079303	10.24217375	9.654077458	10.35679307
LOC646471	8.020996601	8.126601235	7.974041678	7.698225425	8.325022061	7.629334761	9.049696106	7.963965343	7.926201097	7.673365616
LOC646513	7.147011535	7.275044307	7.246218046	6.912134867	7.557249244	7.051317717	7.671781643	7.147479698	7.205558685	6.692287698
LOC646813	7.845063452	7.684138458	7.691464373	8.394874222	7.916446787	7.96264156	7.805705185	7.85247333	7.906638102	8.466496613
LOC646903	6.271554536	6.033581579	6.458610032	6.149850746	6.267339156	5.774186141	7.121668197	6.083375077	5.980064156	5.959327358
LOC646976	7.473129368	7.039906047	7.413416375	6.840161067	7.40232141	7.166615031	8.099784367	7.381127603	7.220204178	7.165107985
LOC647983	8.0573907	7.568784579	7.572215142	6.990342265	7.876203817	6.65576683	9.313610924	7.668665196	7.601703944	6.643661413
LOC648987	6.750110694	6.577934816	6.694086214	6.758236542	6.598560239	6.900468352	6.942960147	6.784189864	6.901868499	6.847533467
LOC650157	5.990771109	5.590880424	5.642028581	5.336704708	5.640615144	5.388210206	6.530734052	5.768549585	5.569354375	5.403526784
LOC650293	8.992723119	8.249075518	8.299464475	7.721728094	8.795094813	7.00153205	9.865317257	8.886483083	8.284537267	6.858888612
LOC652276	7.851411749	7.622820564	7.976684403	7.600433308	8.09976859	7.531732344	7.713847004	7.618730533	7.643120228	7.709855801
LOC653486	7.922511506	8.008886821	8.150303088	7.394545161	8.110547126	7.168872297	8.813438778	8.072008023	7.763058904	7.534831443
LOC654342	10.5357711	10.5456885	9.894675305	9.852023814	10.36437545	10.44577015	9.707417805	10.34960191	10.78784544	10.65215482
LOC654780	7.126528964	7.193485935	7.301925967	6.95724137	7.415767116	6.547806079	7.602253463	7.310894477	6.804853801	6.663358853
LOC692247	7.526616606	7.705894986	7.665677007	6.734872168	7.441690958	6.814729852	7.824532391	7.589403967	7.167578715	6.791905213
LOC728024	7.858826465	7.218035221	7.547388132	7.344429074	7.934392655	7.274923211	7.766277119	7.628248671	7.366977836	8.0367286
LOC728175	6.852947667	6.679114101	6.839909213	6.334262557	7.000281749	6.385550106	7.246873582	6.702491325	6.696592029	6.553423482
LOC728323	9.362195683	9.38917542	9.026471227	9.363446969	8.520384818	8.510015662	10.22407838	9.442121318	9.579776849	9.174137407
LOC728554	7.832668531	7.705680764	7.847395658	8.233068376	7.904315493	8.173242389	7.882918113	7.841954255	7.622769327	7.780710355
LOC728613	8.328356288	8.810243858	8.972773057	8.674732515	8.489374342	8.826742317	8.319676636	8.70924238	8.544342414	8.777222433
LOC728690	8.022739537	7.926527282	7.945057505	7.245058255	8.076655289	7.142740172	8.61621432	7.961681202	7.745748263	7.315403201
LOC728715	6.355639892	6.608513056	6.008341753	6.531112174	6.352960417	6.24030751	7.563740767	6.736802797	6.424178567	5.568465266
LOC728819	4.925866533	4.793474558	4.979769286	4.795870825	4.94269747	4.577477169	5.792553458	4.900427293	4.850054285	4.743342618
LOC729040	8.251013666	8.163367902	7.94524483	7.546300287	8.170861447	7.670103848	8.646349896	8.073434664	7.971342367	7.882942561
LOC729164	8.193559857	7.707566203	7.928619042	7.319970112	8.401873614	7.106149374	9.161288114	8.090980423	7.925601911	7.351151262
LOC729173	6.247585782	6.288155507	6.200696589	5.983301469	6.359893603	5.831342717	6.97291088	6.109095149	6.168347193	6.101116362
LOC729461	8.089728713	7.489665567	7.344438486	7.114950472	8.601027615	6.40934803	9.290519173	8.410824074	7.978618536	6.633564284
LOC729468	8.146303913	7.622029849	8.182111249	7.432683866	7.970174931	7.457364461	8.777097473	7.654270834	7.593039978	7.354795937
LOC729603	6.86583223	7.05067582	7.184438998	7.160315175	7.016596603	7.118567377	6.87535004	7.374735217	7.437127844	6.604077256
LOC729800	6.574902278	6.251522176	6.341083781	6.066293737	6.667281887	5.761718761	7.077574148	6.330705387	6.294622587	6.068868544
LOC729866	7.353852559	6.943382207	7.076334619	6.375678942	7.234309705	6.528808831	7.979448061	6.81498614	6.731291874	6.424871714
LOC731157	6.918076098	6.918040309	7.327076532	6.521532916	7.284301282	6.699426702	7.491821036	7.423351261	6.789651012	6.644707129
LOC79999	8.221843255	7.97255481	8.046141782	7.286890386	8.335488615	7.265493156	9.252242022	8.173142428	7.743265862	7.40188641
LOC80154	8.833292239	8.459787852	8.543843937	7.801792591	8.757462567	8.010269586	9.52339802	8.529970374	8.35179777	7.931191865
LOC81691	6.300553906	6.136792247	6.145710058	5.962083936	6.533849865	6.010457613	7.630434595	6.16904509	6.236880984	5.922426225
LOC93432	5.824844211	5.891217448	5.830592529	5.490297353	5.963120343	5.375543417	7.041659152	5.734679818	5.633015547	5.270042979
LOC93463	7.075190314	6.550820649	6.893653439	6.469724836	7.207765986	6.320083874	8.217211325	6.802813598	6.740428412	6.086327333
LOC93622	7.651166528	7.577662964	7.712238089	7.030004945	7.603032826	7.713661451	7.323216928	7.565825625	7.497197188	7.383090801
LOH12CR1	7.990852779	7.774708006	8.944615439	7.757563356	8.481638002	8.682654053	7.349002506	8.263222245	8.270743836	8.158443068
LONP1	7.268733801	7.272256525	7.859081252	7.229011037	7.323550215	7.470780873	6.676732846	7.322306753	7.454652983	7.613701077
LONP2	9.522218605	9.334195058	9.681572249	9.909501613	9.178742025	10.10882499	8.236105105	9.517637896	9.137798078	9.855840239
LONRF1	8.127421771	8.545238654	8.276077866	8.565178258	8.3485467	8.15454473	7.181708848	8.338803224	9.033846937	8.954367911
LONRF2	7.37060895	6.904736969	7.152883094	6.632140229	7.339404658	6.661250794	7.937926956	7.072127243	7.062747746	6.877646104
LONRF3	8.150046803	7.968090752	7.629247321	7.653590322	8.24216422	7.710096963	7.281076904	8.182434083	8.545327475	8.342523634
LOR	6.271517186	6.130549971	6.482220677	5.992154339	6.331552957	5.763185804	7.051839727	6.113054509	6.243212074	6.027273504
LOX	5.715616114	5.581812185	5.631692186	5.40940112	5.867511035	5.403741498	6.182181782	5.656467768	5.672221653	5.680262461
LOXHD1	7.014455725	6.786988345	6.947432389	6.547782948	7.05872777	6.550531327	7.608683593	6.817316268	6.619920623	6.594221577
LOXL1	8.279025492	8.159593869	8.2492557	7.744322582	8.371236485	7.645204479	8.542718493	8.139638321	7.896526163	7.721939946
LOXL2	7.307510494	7.209258394	7.37259521	6.811419652	7.312438283	7.196410328	7.540011766	7.469153375	7.326815952	6.90037174
LOXL3	7.261540218	7.099084761	6.908464679	6.83622713	7.074762304	6.774905632	7.61754093	6.863826974	6.714259258	6.98081363
LOXL4	7.435620261	7.086996011	7.300096262	6.656939637	7.522134236	6.789572768	8.092905102	7.229039887	7.053936739	6.918553203
LPA	6.123186101	5.869609882	5.898043851	5.471259008	6.182694284	5.455817078	7.103665483	5.693598466	5.802751571	5.556821765
LPAL2	5.812942261	6.072796105	5.998788981	6.139995348	6.860664895	5.976120722	7.061160545	5.675722796	6.12207009	5.879129847
LPAR1	7.050403744	7.092725433	6.674827832	7.740279983	6.698968529	7.047320258	7.00737493	6.990206098	6.967479897	7.42284689
LPAR2	8.098811139	8.123557568	8.363324417	7.777071165	8.067025562	8.101476746	7.838132394	8.151939974	8.195618275	7.643603696
LPAR3	6.169943035	6.157165008	6.096228113	5.729870857	6.355225984	5.988205223	6.750673493	6.052602827	6.241420735	5.799543258
LPAR4	6.000685117	5.851968864	5.878151484	5.654573021	6.300727772	5.435421909	6.280373626	5.65038833	5.609515636	5.523935127
LPAR5	8.199107915	8.301057146	8.430636536	7.858789175	8.503468001	8.048105374	8.639590332	8.3072919	8.076168911	8.163901214
LPAR6	8.626274853	9.629518732	8.006320468	10.45322947	8.367240001	9.809969047	6.890325085	8.349542206	9.53658332	9.457315207
LPCAT1	8.772868779	9.417886262	9.235301042	9.459529981	9.298067151	9.686847153	7.915371509	9.367360144	10.21617594	9.191727957
LPCAT2	9.182771739	10.35429347	7.2762454	10.61649371	8.752999409	9.563806404	7.287869336	10.02056332	9.638752657	9.859739762
LPCAT3	8.186901625	8.579010393	8.874683252	9.372516856	8.327947787	9.520783663	7.247785135	8.830629287	9.163282352	9.18264761
LPCAT4	7.978235679	7.998483246	7.818729156	7.917097538	7.889595222	8.047876426	8.432759019	7.986371113	7.706606525	7.833509987
LPEQ6126	7.40859299	7.098853238	7.115979992	6.610469751	7.391209214	6.491144399	8.223837613	7.165510018	7.029044226	6.66013855
LPGAT1	8.620524098	9.178276429	7.731753471	9.61015929	8.540720885	9.449561375	7.493551271	8.762956677	8.932002098	9.061446802
LPHN1	7.956225127	8.278528444	8.445300459	7.953905415	8.343110191	8.323973468	8.561341413	8.285647271	8.001447604	8.382247904
LPHN2	5.376661985	5.244487523	5.486147994	5.195627133	5.382501257	5.117865397	6.807754184	5.268224771	5.306462762	4.87071487
LPHN3	5.019194836	4.904927195	5.120559305	4.939334729	5.079561583	4.822740344	6.373902209	4.828926021	5.148551829	4.77465003
LPIN1	8.547156744	8.296489528	9.306392127	8.661635602	8.587226206	8.854796714	7.085594615	8.57079685	8.468827655	8.329123596
LPIN2	8.598145574	8.473283634	8.561784353	8.773056765	8.697957953	8.708190685	8.369723836	8.641564092	8.724950347	8.275281812
LPIN3	6.57879836	6.711522439	6.689942079	6.236044816	6.759528713	6.355721084	7.468363377	6.637915943	6.623458676	6.426429145
LPL	6.409049741	6.153945141	6.34237518	6.089260846	6.636743511	6.0684752	7.462035954	6.431183332	6.593722764	6.271535861
LPO	6.693584528	6.440947216	6.535793254	6.192693261	6.832573599	6.180877858	7.588084959	6.760753208	6.519395653	6.389855872
LPP	9.421595709	9.589512581	8.512242692	9.824732854	9.184416681	9.973180745	7.988696047	9.464247583	9.006839382	9.747506567
LPPR1	6.275750187	6.011010276	6.266957031	5.800576389	6.43659329	5.808027164	7.307847429	6.231401686	6.172413507	6.067034169
LPPR2	8.30874402	8.465088828	8.354315509	8.151417443	8.340486607	8.240529	8.521949785	8.426113767	8.313259459	8.619255262
LPPR3	7.123997204	7.167990092	7.510669238	6.937885772	7.027530073	6.942737343	7.650419925	7.325152519	7.077093423	7.130776464
LPPR4	6.072371671	5.682489025	5.936993564	5.661689752	6.193854519	5.715610623	7.138701856	6.035034396	5.948554127	5.574634395
LPPR5	5.679201386	5.405022298	5.666219741	5.321466359	5.603991238	5.337357867	6.836088237	5.642435879	5.396423256	5.26497923
LPXN	8.909473111	9.277168818	9.549364984	10.09950562	8.987113339	10.1766843	7.692245845	9.177347277	9.551066067	9.703047043
LRAT	6.302620647	6.162834392	6.471512648	5.86537696	6.614764312	5.79644461	7.0657877	6.061897137	6.295605489	6.033334895
LRBA	9.085915889	9.488004789	9.515756993	9.980468075	9.263334936	10.17947373	6.987377718	9.397984742	8.93375851	9.825814242
LRCH1	7.501240084	7.859783238	7.769580019	8.215499025	7.435761924	8.566141587	7.135657989	7.771185712	7.88082019	7.924705633
LRCH2	4.988112039	4.833805961	5.041435749	4.810319703	5.413414682	4.703305613	5.862438993	5.124638314	5.031642212	4.831568204
LRCH3	7.971003161	8.569992278	8.048835585	8.830493024	8.016852849	8.946476471	6.885708574	8.245319765	8.46535825	8.586884813
LRCH4	8.336336952	8.756999904	8.94817447	8.435991056	8.553905712	8.858413117	7.743777492	8.510724614	8.545014646	8.794558829
LRFN1	7.140308313	7.215940634	7.204590706	6.649859719	7.081275707	6.797194601	7.129241796	7.002094895	6.922614133	6.730639956
LRFN2	6.323514184	6.422427862	6.531402465	6.078274538	6.409585914	6.184650353	6.969514327	6.413878894	6.320568544	6.269766185
LRFN3	6.658682781	6.601079912	6.403688674	6.432750669	6.652386105	6.600868869	6.97094566	6.624295405	6.414377428	6.592794872
LRFN4	7.510906552	7.514729832	7.956811732	7.021268727	7.735332622	7.096704614	8.224951899	7.349356431	7.140870661	7.259780919
LRFN5	5.811881996	5.605014225	5.838308914	5.765799923	5.794007695	5.484076889	6.255564935	5.54588808	5.820148321	5.593954271
LRG1	7.772070392	8.424090687	7.601094773	6.952123857	7.912769606	7.133964173	8.047423874	8.178027385	7.4852497	7.434561512
LRGUK	5.374110941	5.209195997	5.364624957	4.935992409	5.714292233	5.08646534	5.867530803	5.354339313	5.358614281	5.043904394
LRIF1	5.968604592	6.822615441	5.59568864	7.603218327	5.764929961	7.256850268	5.919206582	5.985586953	7.305140623	6.816446111
LRIG1	8.120134176	7.739287816	8.477446627	7.916566213	8.238204086	8.340998358	7.976363636	7.849548972	8.723015811	7.654650348
LRIG2	7.856606049	7.916757274	8.249051808	8.413653313	7.815011766	8.942790116	7.412180277	7.822711031	8.21800615	8.35989009
LRIG3	5.510702464	5.330723311	5.670440979	5.338392323	5.751120896	5.440490488	6.663800016	5.449812256	5.696157999	5.285879339
LRIT1	7.129035677	6.836870911	6.845201483	6.446065954	6.910168999	6.304755608	7.611910067	6.648033951	6.424203248	6.495236254
LRIT2	6.06589969	5.629111778	5.828314231	5.549364214	5.804959607	5.335543996	6.920531506	5.771706023	5.57161614	5.257938413
LRIT3	5.918414859	5.427113347	5.839559063	5.533205122	6.100359578	5.37802255	7.280093333	5.781839658	5.815831566	5.327974725
LRMP	9.869049356	10.34417383	9.588465421	9.903069913	9.709521553	9.981467389	7.929554316	10.12709155	10.26414934	10.1572206
LRP1	9.513279521	9.583250163	8.112762676	10.23990875	9.106466103	10.16889772	7.732194566	9.112030229	9.69098272	10.55742541
LRP10	8.761611066	9.598424761	8.810423823	9.142296	8.864384269	9.432754844	7.063351935	9.250182334	8.98241467	9.257519848
LRP11	6.539321687	6.5814793	6.674926673	6.471166321	6.769705632	6.385788215	6.986774976	6.639965771	6.604559159	6.462052319
LRP12	6.300947363	6.197407401	6.160397875	6.419538892	5.923099251	6.451547427	6.894599524	6.072073635	6.386823015	6.096613965
LRP1B	5.5851278	5.17778627	5.506176646	5.378851449	5.669089145	5.211448364	6.7250049	5.337985763	5.415268537	5.222093546
LRP2	6.022596407	5.548495194	5.971253836	5.65242913	6.188547307	5.52657592	7.271182866	5.830006807	5.824625307	5.440264562
LRP2BP	5.623653274	5.066403535	5.42632179	5.303320473	5.6428113	5.263740552	6.512041954	5.41361439	5.254646949	5.315475661
LRP3	8.165374344	8.26212774	8.236741337	7.634368193	8.230116532	7.656017204	8.581731607	8.087828773	7.824042251	7.959428216
LRP4	7.321576395	7.074794409	7.13199068	6.635990855	7.253365325	6.544511661	8.048525018	7.127798338	6.962236667	6.859596903
LRP5	6.363672218	6.521146557	6.54491808	5.992072743	6.230514303	6.347569993	6.736834844	6.298324727	6.287300518	6.39678286
LRP5L	7.795448778	7.931948929	7.826376879	7.765561266	8.259926825	7.675413715	8.398491465	7.866228001	7.604182547	7.886050141
LRP6	6.809478757	6.146816083	6.857010581	6.232904383	6.809182895	6.334947205	8.005860301	6.914145909	6.545525179	6.123393058
LRP8	8.068939464	7.737416366	8.34994906	7.92150179	7.776511992	8.236219935	8.271010072	7.903707146	7.821148944	7.879748645
LRPAP1	9.437801999	10.32181538	9.041719377	10.3526835	9.327550399	10.21613956	8.32391494	9.524077392	10.26937217	10.35118219
LRPPRC	8.335680651	8.468008959	8.564210474	9.619642265	8.171351962	9.60112821	6.806246713	8.361448173	8.613273795	9.298415463
LRR1	6.869451957	6.800874022	6.712458217	7.13593497	6.605605447	6.992689135	7.01772152	6.779732485	6.814640141	6.935447961
LRRC1	5.788322903	5.760529682	5.859748457	5.671273555	5.942819433	5.862905107	6.518344718	5.66440035	5.688429367	5.576543301
LRRC10	6.763531086	6.295124226	6.740037066	6.234493656	7.133203876	6.293330016	7.867136626	6.650060844	6.203804111	6.058699634
LRRC14	7.702560585	7.84090378	7.985426427	7.487984698	7.882496327	7.493519248	8.583891353	7.720955596	7.553729118	7.538615759
LRRC14B	7.355862006	7.271388323	7.524345816	6.843418611	7.24294542	6.929648993	8.05017516	7.318127001	7.055325824	7.076762163
LRRC15	7.557900178	7.239617622	7.403114309	6.82611625	7.497620349	6.885830571	7.879828273	7.386724741	6.916082477	6.743016714
LRRC16A	7.328917226	7.530289278	7.604834884	7.810937885	7.805427895	8.147189658	7.796260297	7.923363144	7.4343113	7.934115435
LRRC16B	7.329114624	7.459390632	7.468469278	7.246208544	7.567416152	7.029651651	7.992099942	7.280408891	7.054685709	7.08562648
LRRC17	5.503991062	5.134787719	5.417805268	5.422885565	5.563011656	5.290638197	6.261508249	5.43655165	5.359682804	4.974552256
LRRC18	6.507750249	6.226595228	6.337734281	6.032506434	6.573262418	5.930697131	7.585240493	6.32964029	6.166950386	5.895860007
LRRC19	4.337361435	4.273918654	4.352433684	4.449475537	4.349471437	4.341245714	4.519529324	4.326264085	4.333903121	4.401835225
LRRC2	4.752984027	4.605073506	4.73052584	4.558328868	4.78187899	4.578244362	5.186250949	4.7130964	4.62838867	4.597906548
LRRC2-AS1	6.272043724	5.885935481	5.949532599	5.709417473	6.102084886	5.674466301	7.135955485	6.031981789	5.856943374	5.783553564
LRRC20	7.481040556	7.368462809	7.486746547	7.103235346	7.570128935	7.192065911	8.109026176	7.47570101	7.450262743	7.294041717
LRRC23	7.085424656	6.798270895	7.24055285	6.716840034	7.195396816	6.770432647	7.54832102	7.046098116	6.902242447	7.032233114
LRRC24	7.797272432	7.618789254	7.774516941	7.326636214	8.052975534	7.546369748	8.106997319	7.616240056	7.443349715	7.580416869
LRRC25	9.311353251	9.725340693	8.476248008	9.884819204	8.79302449	9.622579003	8.284370693	9.312161427	9.474679392	9.849118879
LRRC26	8.688816784	8.728053149	8.7429359	8.105751401	8.677913397	8.337412283	9.063664719	8.677793624	8.361601696	8.280000509
LRRC27	7.635079602	7.468795079	7.110686878	6.909737108	7.509917486	6.694587725	8.291101614	7.479513523	7.121512796	7.060350076
LRRC28	7.214416269	7.857346567	6.774892458	8.4307327	7.214591118	8.695050772	7.314669339	7.865980657	7.545018509	8.225621986
LRRC29	6.780086958	6.72730786	6.910228974	6.231841334	6.823532838	6.429257756	7.257934643	6.686640588	6.651396174	6.450980262
LRRC3	7.676810404	7.610087294	7.624415316	7.217792947	7.51836203	7.174596171	7.98421906	7.549522861	7.193712615	7.283708833
LRRC31	4.93681694	4.757668687	4.826584078	4.705325501	4.875003472	4.65250944	5.301042509	4.921574386	4.864488274	4.739826505
LRRC32	8.19016049	8.148934105	8.625259529	7.508808926	8.304903422	7.583331033	8.747263186	8.116801392	7.952834415	7.888134388
LRRC34	5.050802046	4.852218622	5.032272792	4.970264679	4.974543079	4.876512035	5.138302523	5.001216761	4.939137229	4.90995067
LRRC36	6.485729504	5.713998177	6.182732019	5.764388622	6.387693396	5.720779162	7.322919607	6.044459695	5.98815295	5.732236633
LRRC37A11P	6.180133934	5.854010613	6.031207701	5.713572103	6.314484456	5.595730406	6.684383956	6.010902892	5.882506109	5.464125848
LRRC37A16P	8.02461888	7.975549943	8.581607342	8.378589652	8.069331608	8.265638486	8.193520432	8.342808055	8.015838738	7.964843341
LRRC37A2	9.965748269	9.79000157	10.8385045	10.30692199	10.16668147	10.56748967	9.363894962	10.30353742	9.992655958	9.933841459
LRRC37A4P	10.73595987	10.55396837	11.99808212	11.29771011	10.65775447	11.30412318	9.137759996	11.23890173	10.8166067	10.57757652
LRRC37A5P	6.038357161	5.766897237	5.973923474	5.72583657	6.142772841	5.480662584	7.219749355	5.990212907	5.636308498	5.750745837
LRRC37A6P	5.923805234	5.650704254	5.827059378	5.743673835	6.241443617	5.546672252	6.682980543	5.99387359	5.897436483	5.731256569
LRRC37B	9.367506487	9.696388594	9.295008938	9.680957226	9.321450123	10.01544293	8.276236093	9.592754142	9.319511813	9.71592425
LRRC37BP1	8.423700015	8.567990289	8.669416592	9.066110723	8.317055288	9.08317081	7.813563167	8.202104229	8.693089639	8.740559961
LRRC38	6.918863237	6.772387161	6.892803859	6.411934625	6.866054865	6.392092414	7.349816403	6.886403822	6.635323433	6.424870035
LRRC39	5.509179597	5.578839109	5.362739887	5.820242797	5.46577861	5.638262128	5.624829079	5.346974613	5.815974984	6.189385755
LRRC3B	6.90151859	6.686570559	7.026700483	6.613864589	7.06049059	6.435276878	7.649320855	6.797778234	6.788855337	6.686542547
LRRC3DN	7.143944366	6.873357979	7.130385227	6.560088224	6.78959885	6.48898891	7.78933149	6.98249168	6.693737839	6.640850813
LRRC4	7.682081641	7.604071324	6.811856314	7.269257615	7.571782976	6.65197013	6.971049159	7.877517278	7.460201943	6.882716405
LRRC40	7.344100576	8.213862438	7.402039955	8.612794795	7.293434863	8.392218663	6.398612027	7.439473542	8.248098349	8.721909195
LRRC41	7.937161925	8.260058598	8.288026276	8.530968089	8.084016415	8.738558442	7.768396081	7.925708715	8.265971281	8.753176627
LRRC42	7.951966555	7.975681769	7.839159688	7.95194325	8.012730677	8.014355293	7.767244281	7.804447282	7.761491396	7.932941085
LRRC43	6.559318961	6.479853003	6.556754338	6.005994999	6.576901506	6.228497415	7.052959237	6.468329161	6.170463908	6.210404451
